nct_id,url,brief_title,official_title,overall_status,study_type,phase,primary_purpose,category,participant_stage,enrollment,lead_sponsor,interventions,conditions,countries,has_us_site,country_count,location_count,multinational,has_public_locations,study_first_post_date,last_update_post_date,start_date,primary_completion_date,completion_date,primary_outcomes,excluded_reason
NCT07686848,https://clinicaltrials.gov/study/NCT07686848,Smartphone App for Adolescents With Idiopathic Scoliosis,Evaluating the Impact of a Smartphone App on Health Outcomes and Treatment Adherence in Adolescents With Idiopathic Scoliosis: A Mixed Method Quasi-Experimental Study,NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,Lifestyle and multidomain,Moderate or later dementia,30,Oslo Metropolitan University,DinSkoliose smartphone application,Adolescence Idiopathic Scoliosis; AIS,Norway,False,1,1,False,True,2026-07-07,2026-07-07,2028-04,2031-04,2031-09,Change in Health Behaviors Outcome; Change in behavioral impact (such as self-management of AIS); Change in motivation for exercise measured by SDT-based Motivation for Exercise questionnaire,"First posted after June 10, 2026"
NCT07688213,https://clinicaltrials.gov/study/NCT07688213,A Study to Investigate the Safety and Effectiveness of SAR448851 in Participants With Early Alzheimer's Disease,"A Phase 2, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of 48-week SAR448851 Treatment Followed by Open-label Extension in Participants With Early Alzheimer's Disease",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,Amyloid-targeting approaches,MCI or prodromal Alzheimer’s,160,Sanofi,SAR448851; Placebo,"Dementia, Alzheimer's Type; Alzheimer's Disease",,False,0,0,False,False,2026-07-07,2026-07-07,2026-07-01,2029-07-31,2029-07-31,"Part A and optional dose 2 cohort: change from baseline to Week 48 in plasma p-tau217; Part B: Number of participants with treatment-emergent adverse events (TEAE), including ARIA-E and ARIA-H by brain MRI, laboratory assessments, vital sign measurements, ECGs and the C-SSRS","First posted after June 10, 2026"
NCT07688460,https://clinicaltrials.gov/study/NCT07688460,Evaluation System for Lecanemab Efficacy Using Gold Electrode ECL to Monitor Alzheimer's Biomarkers,Construction of a Lecanemab Therapeutic Efficacy Evaluation System Based on Mesoporous Gold Electrode Surface-enhanced Electrochemiluminescence for Monitoring Dynamic Changes of Alzheimer's Disease Plasma Biomarkers,RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,Amyloid-targeting approaches,MCI or prodromal Alzheimer’s,100,The Fourth Affiliated Hospital of Zhejiang University School of Medicine,Lecanemab,Alzheimer Disease,China,False,1,1,False,True,2026-07-07,2026-07-07,2026-07-10,2029-03-30,2029-03-30,Change in Plasma Alzheimer's Biomarkers,"First posted after June 10, 2026"
NCT07690228,https://clinicaltrials.gov/study/NCT07690228,A Study of GSM-779690T in Healthy Adult Participants,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Single Ascending Dose Study to Evaluate the Safety, Tolerability and Pharmacology of GSM-779690T in Healthy Adult Participants",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,TREATMENT,Other interventional treatment research,Mixed or not specified,72,Acta Pharmaceuticals,GSM-779690T; Placebo,Healthy Adult Participants; Alzheimer Disease,Australia,False,1,1,False,True,2026-07-08,2026-07-09,2026-08-15,2026-08-15,2027-07-15,Safety Evaluation,"First posted after June 10, 2026"
NCT07690865,https://clinicaltrials.gov/study/NCT07690865,Investigating the Effectiveness of Personalized Optimal Gamma Auditory Frequency Stimulation Intervention on Cognitive Function Enhancement,Investigating the Effectiveness of Personalized Optimal Gamma Auditory Frequency Stimulation Intervention on Cognitive Function Enhancement: An Intervention Study,NOT_YET_RECRUITING,INTERVENTIONAL,NA,HEALTH_SERVICES_RESEARCH,"Care, behavior, and quality of life",Moderate or later dementia,20,Chang Gung Memorial Hospital,Personalized optimal gamma auditory frequency stimulation; Non-optimal gamma auditory frequency stimulation,Gamma Oscillations; Healthy Adults; Alzheimer's Disease (AD); Gamma Entrainment Using Sensory Stimuli (GENUS),Taiwan,False,1,1,False,True,2026-07-08,2026-07-16,2026-08,2027-09,2027-12,changes in neurophysiological function; changes in working memory performance; changes in inhibitory control performance,"First posted after June 10, 2026"
NCT07692542,https://clinicaltrials.gov/study/NCT07692542,Network-Guided Individualized TMS for BPSD in Alzheimer's Disease: A Double-blind Randomized Controlled Trial,"The Safety and Efficacy of Functional Impairment Network-Guided Individualized Transcranial Magnetic Stimulation for Behavioral and Psychological Symptoms in Alzheimer's Disease (NET-BPSD): A Randomized, Double-blind, Sham-Controlled Trial",NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",Mixed or not specified,40,Anhui Medical University,transcranial magnetic stimulation; transcranial magnetic stimulation,Transcranial Magnetic Stimulation; Behavioral and Psychological Symptoms in Alzheimer's Disease; Individualized Navigation,China,False,1,1,False,True,2026-07-09,2026-07-09,2026-07-01,2026-12,2027-02,Neuropsychiatric Inventory (NPI),"First posted after June 10, 2026"
NCT07693140,https://clinicaltrials.gov/study/NCT07693140,Low-Dose Radiotherapy for Alzheimer's Disease,Low-Dose Radiotherapy for Alzheimer's Disease: A Phase I/II Open-Label Feasibility and Safety Study (LDRT-MIND Trial),RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,Neuroinflammation and immune biology,Care partners or care systems,50,Evan Thomas,Low Dose Radiation Therapy,Alzheimer Dementia; Dementia; Alzheimer Dementia (AD); Alzheimer; Alzheimer s Disease,United States,True,1,1,False,True,2026-07-09,2026-07-09,2026-07-15,2029-05-21,2029-05-21,"Safety, As Measured By Incidence of Grade 3 or Higher Treatment-Related Adverse Events","First posted after June 10, 2026"
NCT07694921,https://clinicaltrials.gov/study/NCT07694921,Effect and Safety of Non-invasive Electrical Stimulation in Alzheimer's Disease,Effect and Safety of Non-invasive Electrical Stimulation in Improving Cognitive and Depressive Symptoms in Alzheimer's Disease,ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Mixed or not specified,30,First Affiliated Hospital of Zhejiang University,Temporal Interference Stimulation,Alzheimer's Disease(AD),China,False,1,1,False,True,2026-07-10,2026-07-27,2026-06-16,2027-10-31,2027-12-31,Alzheimer Disease Assessment Scale-Cognitive(ADAS-Cog); The 24-item Hamilton Depression Scale (HAMD-24),"First posted after June 10, 2026"
NCT07695701,https://clinicaltrials.gov/study/NCT07695701,Cardiac Magnetic Resonance and Echocardiography Study With Acoramidis,"An Open-Label Study to Investigate the Long-Term Effects of Acoramidis on Cardiac Function, Structure and Cardiac Amyloid Burden in Participants With Transthyretin Amyloid Cardiomyopathy (ATTR-CM)",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,"Care, behavior, and quality of life",Mixed or not specified,150,"Eidos Therapeutics, a BridgeBio company",Acoramidis (AG10) oral tablet,Transthyretin Amyloidosis Cardiomyopathy (ATTR-CM); Amyloidosis; Amyloid Cardiomyopathy; Transthyretin Amyloidosis,,False,0,0,False,False,2026-07-10,2026-07-10,2026-07,2030-08,2030-11,To assess the effect of acoramidis on cardiac function improvement by CMR in participants with ATTR-CM.,"First posted after June 10, 2026"
NCT07697664,https://clinicaltrials.gov/study/NCT07697664,Moving Yourself in Space and Time: MYSTIC,Moving Yourself in Space and Time Identifying Spatial and Temporal Components of Complex Rhythmic Movement Training for People With Parkinson's Disease and Cognitive Impairment,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,210,Emory University,Complex Rhythmic Movement Sequences (CRMS) Sessions,Parkinson's Disease (PD); Alzheimer's Disease (AD) and Related Disorders; Older Adults (60 - 85 Years Old),United States,True,1,1,False,True,2026-07-13,2026-07-13,2022-03-25,2028-12,2028-12,Four-Square Step Test (FSST); Gait Speed; Body Position Spatial Task (BPST),"First posted after June 10, 2026"
NCT07698431,https://clinicaltrials.gov/study/NCT07698431,Personalized Brain Health Service and Dementia Prevention,Implementation of a Brain Health Service for Personalized Stratification and Prevention of Dementia Risk: The B-HEALTH Project,NOT_YET_RECRUITING,INTERVENTIONAL,NA,PREVENTION,Lifestyle and multidomain,Subjective cognitive concerns,120,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",Multimodal Lifestyle Intervention; Lifestyle Recommendations and Counseling,Subjective Cognitive Decline (SCD),Spain,False,1,1,False,True,2026-07-13,2026-07-13,2026-09-01,2027-02-01,2028-08-01,Feasibility of the multimodal intervention,"First posted after June 10, 2026"
NCT07701161,https://clinicaltrials.gov/study/NCT07701161,Development of a Home Test for Measuring Blood P-tau217 in Alzheimer's Disease Using the Tasso Lancet Device,Development of a Home Test for Measuring Blood P-tau217 in Alzheimer's Disease Using the Tasso Lancet Device,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,1000,Neurogen Biomarking LLC,,Alzheimer s Disease; MCI Conversion to Dementia; pTau217; Biomarkers,United States,True,1,5,False,True,2026-07-14,2026-07-14,2025-01-13,2026-03-20,2026-08-01,Agreement between p-tau217 concentration in Tasso device capillary blood and venipuncture blood,"First posted after June 10, 2026"
NCT07708675,https://clinicaltrials.gov/study/NCT07708675,Robotic-Enabled Microsurgical Intervention for Neurodegenerative Disease - EU,"Robotic-Enabled Microsurgical Intervention for Neurodegenerative Disease - A European, Prospective, Multi-Center, Open Label Study in Alzheimer's Patients",NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,50,"MMI (Medical Microinstruments, Inc.)",Symani Surgical System,Alzheimer's,,False,0,0,False,False,2026-07-16,2026-07-16,2026-10-01,2028-04-01,2029-03-01,Device-related serious adverse events at 30-days,"First posted after June 10, 2026"
NCT07717411,https://clinicaltrials.gov/study/NCT07717411,A Study of Trontinemab in Cognitively Unimpaired Individuals at Risk for Progression to Symptomatic Alzheimer's Disease,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Study of Trontinemab in Cognitively Unimpaired Individuals at Risk for Progression to Symptomatic Alzheimer's Disease",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,1600,Hoffmann-La Roche,Trontinemab; Placebo,Alzheimer's Disease,,False,0,0,False,False,2026-07-21,2026-07-21,2026-11-30,2032-09-03,2032-09-03,"Time to Progression, defined as confirmed Clinical Dementia Rating - Global Score (CDR-GS) > 0","First posted after June 10, 2026"
NCT07717567,https://clinicaltrials.gov/study/NCT07717567,Blood Tests for Alzheimer's Disease: Can Plasma Biomarkers Diagnose and Predict Disease Progression,The Diagnostic and Prognostic Role of Plasma Biomarkers in Alzheimer's Disease,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Subjective cognitive concerns,2000,IRCCS San Raffaele,Annual blood draw for plasma biomarker measurement,Alzheimer Disease; Mild Cognitive Impairment; Subjective Cognitive Decline; Dementia; Cognitive Impairment,Italy,False,1,1,False,True,2026-07-21,2026-07-21,2023-09-12,2032-06-01,2032-06-01,Time to progression to all-cause dementia in MCI patients (primary prognostic endpoint),"First posted after June 10, 2026"
NCT07720765,https://clinicaltrials.gov/study/NCT07720765,Optical Coherence Tomography in Neurological Practice: Utility and Applicability Across Neurological Diseases (OCt.IN.N),"A National, Monocentric, Prospective Cohort Study to Evaluate the Utility and Applicability of Optical Coherence Tomography in Neurological Clinical Practice",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,1050,IRCCS San Raffaele,Optical Coherence Tomography (OCT) - Heidelberg SPECTRALIS HRA+OCT,Multiple Sclerosis; Alzheimer Disease; Parkinson Disease; Migraine; Headache Disorders,Italy,False,1,1,False,True,2026-07-22,2026-07-22,2023-10-09,2030-04-01,2031-04-01,Annual rate of peripapillary RNFL thinning in patients with Multiple Sclerosis vs healthy controls; Annual rate of peripapillary RNFL thinning in patients with Alzheimer's Disease vs healthy controls; Annual rate of peripapillary RNFL thinning in patients with Parkinson's Disease vs healthy controls,"First posted after June 10, 2026"
NCT07721467,https://clinicaltrials.gov/study/NCT07721467,Neuroplasticity Enhancement From Cognitive Training Reinforced by Psilocybin,Neuroplasticity Enhancement From Cognitive Training Reinforced by Psilocybin (NECTAR) in Aging and Alzheimer's Disease,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,OTHER,"Care, behavior, and quality of life",Preclinical or elevated-risk,200,National Institute on Aging (NIA),Psilocybin; Cognitive Training,Alzheimer's Disease,United States,True,1,1,False,True,2026-07-23,2026-07-24,2026-10-01,2030-12-31,2030-12-31,Determine whether psilocybin enhances neuroplasticity (Neuroplasticity Composite Score (NPCS)),"First posted after June 10, 2026"
NCT07721701,https://clinicaltrials.gov/study/NCT07721701,"Digital Dementia Registry Bavaria (digiDEM Bayern): a Multicentre, Prospective, Longitudinal Register Study Including People With Mild Cognitive Impairment and Dementia as Well as Their Family Caregivers",Digital Dementia Registry Bavaria (digiDEM Bayern),RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Care partners or care systems,5000,University of Erlangen-Nürnberg Medical School,,Mild Cognitive Disorder; Alzheimer Disease; Vascular Dementia; Dementia in Other Diseases Classified Elsewhere; Unspecified Dementia,Germany,False,1,12,False,True,2026-07-23,2026-07-23,2020-08-10,2031-12-31,2031-12-31,Postal code; Age; Gender,"First posted after June 10, 2026"
NCT07722169,https://clinicaltrials.gov/study/NCT07722169,Telerehabilitation in Alzheimer's Disease,Home-based Virtual Reality Cognitive Training as an add-on to Telerehabilitation in Alzheimer's Disease: Validation of a Protocol to Slow Down Cognitive Decline and Reduce Caregivers' Burden,NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,48,IRCCS San Raffaele,Home-based cognitive training with VRRS tablets combined with online sessions of cognitive telerehabilitation; Home-based cognitive training with VRRS tablets alone,Alzheimer,,False,0,0,False,False,2026-07-23,2026-07-23,2026-10,2029-10,2029-10,Montreal Cognitive Assessment (MoCA),"First posted after June 10, 2026"
NCT07723950,https://clinicaltrials.gov/study/NCT07723950,A Retrospective Database Study for the Development and Validation of Algorithms for Intracerebral Hemorrhage and Seizures in Alzheimer's Disease,Development and Validation of Algorithms for Identifying Intracerebral Hemorrhage and Seizures in Patients With Alzheimer's Disease: A Retrospective Database Study Using United States Healthcare Administrative Claims Data,NOT_YET_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,600,Eisai Inc.,No intervention,Alzheimer's Disease,,False,0,0,False,False,2026-07-23,2026-07-23,2026-07-30,2026-12-31,2026-12-31,Positive Predictive Value (PPV) of algorithms to identify intracerebral hemorrhage >1 cm in diameter,"First posted after June 10, 2026"
NCT07724132,https://clinicaltrials.gov/study/NCT07724132,An Evaluation of Treatments for Sustained Clinical Response (18 Months) in Symptomatic Alzheimer's Disease,Alzheimer's Disease- Systematic Multi-Arm Adaptive Randomised Trial,RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,1200,"University College, London",Placebo; Atomoxetine; Metformin 1000 mg Oral Tablet,Alzheimer&#39;s Disease (AD); Mild Cognitive Impairment Due to Alzheimer's Disease; Alzheimer Disease Dementia,United Kingdom,False,1,2,False,True,2026-07-23,2026-07-23,2026-07-24,2031-03,2031-03,Change in Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog) score; Change in Amsterdam Instrumental Activities of Daily Living Questionnaire - Short Version (A-IADL-Q-SV) score,"First posted after June 10, 2026"
